Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1,"R Winkel, M Rabel","Method and apparatus for monitoring the operational behavior, state and/or loading of belt conveyors during the operation thereof",2020,"US Patent 10,604,352","Google Patents","https://patents.google.com/patent/US10604352B2/en","https://scholar.google.com/scholar?cites=4215443365629427523&as_sdt=2005&sciodt=2007&hl=en",154,"2023-12-28 21:36:16","","","","",,,,,1,0.33,1,2,3,"… to a method by means of which conveyor belts of belt conveyors, which can be loaded with … In this respect, the image signals recorded by the camera are digitized so that each picture …","https://patentimages.storage.googleapis.com/60/e7/46/e8d52e58108a45/US10604352.pdf","https://scholar.google.com/scholar?q=related:Q38eG2hDgDoJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
20,"LT Reiche, CS Gundlach, GF Mewes…","The digital twin of a system: a structure for networks of digital twins",2021,"2021 26th IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9613594/","https://scholar.google.com/scholar?cites=8609797120769032178&as_sdt=2005&sciodt=2007&hl=en",155,"2023-12-28 21:36:16","","","","",,,,,20,10.00,5,4,2,"… In [5]–[7] the authors examined the benefits of digitization for product development and … from the DS of the conveyor belt to the state model of the DM of the conveyor belt to determine a …","https://ieeexplore.ieee.org/iel7/9613137/9613141/09613594.pdf","https://scholar.google.com/scholar?q=related:8n-eW90kfHcJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
15,"S Nižetić, M Arıcı, AT Hoang","Smart and sustainable technologies in energy transition",2023,"Journal of Cleaner Production","Elsevier","https://www.sciencedirect.com/science/article/pii/S0959652623001026","https://scholar.google.com/scholar?cites=8016737594020419218&as_sdt=2005&sciodt=2007&hl=en",156,"2023-12-28 21:36:16","","","","",,,,,15,15.00,5,3,1,"… conveyor belt deviation states be quickly and appropriately detected. An innovative conveyor belt … According to the findings of this work, digitization has resulted in the creation of novel …","","https://scholar.google.com/scholar?q=related:klYbBV4sQW8J:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
0,"S Karch, J Prior, A Strahilov, A Lüder…","Lean Engineering and Lean Information Management Make Data Flow in Plant Engineering Processes",2022,"Congress of the German …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-18318-8_66","",157,"2023-12-28 21:36:16","","10.1007/978-3-031-18318-8_66","","",,,,,0,0.00,0,5,1,"… The triad of automation, lean and digitization has an inseparable correlation and offers varied fields of action in context of engineering of production systems. Optimization in the …","","https://scholar.google.com/scholar?q=related:JY1YkPcOXVEJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
9,"HH Kuo, JM Xu, CT Yu, JJ Yan","Screw defect detection system based on AI image recognition technology",2020,"2020 International Symposium …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9394116/","https://scholar.google.com/scholar?cites=5748129947101205559&as_sdt=2005&sciodt=2007&hl=en",158,"2023-12-28 21:36:16","","","","",,,,,9,3.00,2,4,3,"… For Industry 4.0, information digitization, intelligent defect detection and database platform … the testing case contains A set of crawler conveyor belts and multiple cameras are set up with …","https://ieeexplore.ieee.org/iel7/9393914/9394008/09394116.pdf","https://scholar.google.com/scholar?q=related:N5TAY7t1xU8J:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
0,"D Mendes, PD Gaspar, F Charrua-Santos, H Navas","Integrating TPM and Industry 4.0 to Increase the Availability of Industrial Assets: A Case Study on a Conveyor Belt. Processes 2023, 11, 1956",2023,"","academia.edu","https://www.academia.edu/download/105749182/pdf.pdf","",159,"2023-12-28 21:36:16","PDF","","","",,,,,0,0.00,0,4,1,"… its implementation on a conveyor belt in a feed mill. The availability of the conveyor belt was around 89.5… Digitalization of maintenance: Exploratory study on the adoption of Industry 4.0 …","https://www.academia.edu/download/105749182/pdf.pdf",""
22,"KR Johnson, IFP Owens, Global Collection Group","A global approach for natural history museum collections",2023,"Science","science.org","https://www.science.org/doi/abs/10.1126/science.adf6434","https://scholar.google.com/scholar?cites=6324558627443312368&as_sdt=2005&sciodt=2007&hl=en",160,"2023-12-28 21:36:16","","10.1126/science.adf6434","","",,,,,22,22.00,7,3,1,"… This step will happen through (i) digitization, which is ongoing and should be accelerated through high-throughput pipelines (eg, conveyor belts capable of imaging >6000 herbarium …","https://www.science.org/doi/full/10.1126/science.adf6434","https://scholar.google.com/scholar?q=related:8AbkDZBYxVcJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
0,"PP JOY, JI JUBAID, M ISLAM","Design And Construction Of A Smart Restaurant Service Using Conveyor Belt",2022,"","dspace.iiuc.ac.bd","http://dspace.iiuc.ac.bd/xmlui/handle/123456789/6673","",161,"2023-12-28 21:36:16","","","","",,,,,0,0.00,0,3,1,"… We also used a conveyor belt by which the food arrives from the kitchen to the customer. The conveyor belt is run by a forward and reverse bias dc motor. For this, we used a motor …","http://dspace.iiuc.ac.bd/xmlui/bitstream/handle/123456789/6673/ET161018%2C%20ET171008%2C%20ET171030%20%28Smart%20Restaurant%29_MAK_compressed%20%284%29.pdf?sequence=1&isAllowed=y",""
5,"M Yaqot, BC Menezes, RE Franzoi","Interplaying of industry 4.0 and circular economy in cyber-physical systems towards the mines of the future",2022,"Computer aided chemical engineering","Elsevier","https://www.sciencedirect.com/science/article/pii/B9780323958790502691","https://scholar.google.com/scholar?cites=13243469561832304059&as_sdt=2005&sciodt=2007&hl=en",162,"2023-12-28 21:36:16","","","","",,,,,5,5.00,2,3,1,"… , drills, drones, and conveyor belts, combined with advanced … and re-execute stockpiling to conveyor-belt processes into enhanced … towards a complete digitalization of the processes. …","","https://scholar.google.com/scholar?q=related:u222SmZByrcJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
2,"H Hardy, M van Walsum, L Livermore…","Research and development in robotics with potential to automate handling of biological collections",2020,"Research Ideas and …","openaccess.city.ac.uk","https://openaccess.city.ac.uk/id/eprint/26005/","https://scholar.google.com/scholar?cites=2366545314851593429&as_sdt=2005&sciodt=2007&hl=en",163,"2023-12-28 21:36:16","","","","",,,,,2,0.67,1,4,3,"… technologies such as conveyor belts are now commonplace (see case study 3.4). … which has a Competence Center Cultural Heritage Digitization, including the research lab CultLab3D. …","https://openaccess.city.ac.uk/id/eprint/26005/1/","https://scholar.google.com/scholar?q=related:1RyY5Gyo1yAJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
55,"M Agrawal, K Eloot, M Mancini, A Patel","Industry 4.0: Reimagining manufacturing operations after COVID-19",2020,"McKinsey &Company","mckinsey.com","https://www.mckinsey.com/~/media/McKinsey/Business%20Functions/Operations/Our%20Insights/Industry%204%200%20Reimagining%20manufacturing%20operations/industry-4-0-reimagining-manuacturing-ops-after-covid-19.pdf","https://scholar.google.com/scholar?cites=16040153177074571951&as_sdt=2005&sciodt=2007&hl=en",164,"2023-12-28 21:36:16","PDF","","","",,,,,55,18.33,14,4,3,"… survey of manufacturing and supply-chain professionals found that 93 percent plan to focus on resilience of their supply chain, and 90 percent plan to invest in talent for digitization. …","https://www.mckinsey.com/~/media/McKinsey/Business%20Functions/Operations/Our%20Insights/Industry%204%200%20Reimagining%20manufacturing%20operations/industry-4-0-reimagining-manuacturing-ops-after-covid-19.pdf","https://scholar.google.com/scholar?q=related:rxpihlQSmt4J:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
0,"Y Qin","Using Object-Oriented Programming Method to Realize the Control of PLC in the Raw Material Conveying System",2022,"… on Cognitive based Information Processing and …","Springer","https://link.springer.com/chapter/10.1007/978-981-16-5854-9_63","",165,"2023-12-28 21:36:16","","10.1007/978-981-16-5854-9_63","","",,,,,0,0.00,0,1,1,"… of logistics management, digitalization and coding of logistics … information transmission, digitalization of logistics information … from the conveyor belt during the conveying process and …","","https://scholar.google.com/scholar?q=related:URvleKoO-8QJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
0,"A Verma, P Tiwari, P Sharma, KS Bhaskaran…","IoT based Self-Servicing Ordering System",2022,"… of Advancement in …","academia.edu","https://www.academia.edu/download/105655915/IOT_20based_20self_20servicing_20-Formatted_20Paper.pdf","",166,"2023-12-28 21:36:16","PDF","","","",,,,,0,0.00,0,5,1,"… Customer service digitalization in restaurant business is a step towards a more efficient … The proposed conveyor belt system is a belt and cylinder conveyor belt . The main premise …","https://www.academia.edu/download/105655915/IOT_20based_20self_20servicing_20-Formatted_20Paper.pdf","https://scholar.google.com/scholar?q=related:N2pP3rzrAkMJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
46,"R Neugebauer","Digital transformation",2019,"","Springer","https://link.springer.com/content/pdf/10.1007/978-3-662-58134-6.pdf","https://scholar.google.com/scholar?cites=15224835205455772929&as_sdt=2005&sciodt=2007&hl=en",167,"2023-12-28 21:36:16","BOOK","10.1007/978-3-662-58134-6","","",,,,,46,11.50,46,1,4,"… For most readers of this book, digitization has already become a natural part of their … During the digitization process, a conveyor belt fully automatically moves the objects to be scanned …","","https://scholar.google.com/scholar?q=related:AX0NafR6SdMJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
0,"CT Murphy, R Müller, S Jung","Sample digitization techniques for bio-inspired engineering",2022,"Biomimicry for Materials, Design and …","Elsevier","https://www.sciencedirect.com/science/article/pii/B9780128210536000126","",168,"2023-12-28 21:36:16","","","","",,,,,0,0.00,0,3,1,"… The Naturalis Biodiversity Center, for example, has utilized a conveyor belt system for high speed throughput digitization, allowing for 4 million herbarium sheets to be scanned in a …","","https://scholar.google.com/scholar?q=related:9jSTnwhMPDwJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
19,"L Zarco, J Siegert, T Bauernhansl","Software Model Requirements Applied to a Cyber-Physical Modular Robot in a Production Environment",2019,"Procedia CIRP","Elsevier","https://www.sciencedirect.com/science/article/pii/S221282711930366X","https://scholar.google.com/scholar?cites=1834599802098526163&as_sdt=2005&sciodt=2007&hl=en",169,"2023-12-28 21:36:16","","","","",,,,,19,4.75,6,3,4,"… The digitization of the production means allows the … In this way, a robot, a conveyor belt or an AGV are modelled as … , links of a robot, conveyor belts, motors, microcontrollers, the …","https://www.sciencedirect.com/science/article/pii/S221282711930366X/pdf?md5=6eec24011172b44d8a70fec3c77ddcbc&pid=1-s2.0-S221282711930366X-main.pdf","https://scholar.google.com/scholar?q=related:06cVxczOdRkJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
0,"M Kalendar, Z Kokolanski, B Gerazov…","The UbiLAB Framework for Remote Laboratories",2023,"… on Systems, Signals …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10180232/","",170,"2023-12-28 21:36:16","","","","",,,,,0,0.00,0,4,1,"… The innovative cloud-based UbiLAB framework addresses both challenges, digitizing various … the PLC to control the conveyor belt connected to it. The conveyor belt includes four digital …","https://ieeexplore.ieee.org/iel7/10180201/10180228/10180232.pdf",""
20,"F Sauer, M Niedermaier, S Kießling, D Merli","LICSTER--A Low-cost ICS Security Testbed for Education and Research",2019,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1910.00303","https://scholar.google.com/scholar?cites=7887057247204627534&as_sdt=2005&sciodt=2007&hl=en",171,"2023-12-28 21:36:16","","","","",,,,,20,5.00,5,4,4,"… Due to the ongoing digitalization, these … conveyor belt clockwise and counterclockwise and the other electric motor lifts and lowers the punching machine from and to the conveyor belt…","https://arxiv.org/pdf/1910.00303","https://scholar.google.com/scholar?q=related:TlTNZsd0dG0J:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
17,"C Berry, A Barari","Cyber-physical system utilizing work-piece memory in digital manufacturing",2019,"IFAC-PapersOnLine","Elsevier","https://www.sciencedirect.com/science/article/pii/S240589631930878X","https://scholar.google.com/scholar?cites=15344791499620071009&as_sdt=2005&sciodt=2007&hl=en",172,"2023-12-28 21:36:16","","","","",,,,,17,4.25,9,2,4,"… With the use of high-speed blue light scanners, a scan of the part can be taken very quickly as it passes by on a conveyor belt. With a low density scan of the part, an analysis of the …","","https://scholar.google.com/scholar?q=related:YbZJl5Gm89QJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
31,"LC Magalhães, LC Magalhães, JB Ramos, LR Moura…","Conceiving a Digital Twin for a Flexible Manufacturing System",2022,"Applied Sciences","mdpi.com","https://www.mdpi.com/2076-3417/12/19/9864","https://scholar.google.com/scholar?cites=16205964199221693768&as_sdt=2005&sciodt=2007&hl=en",173,"2023-12-28 21:36:16","","","","",,,,,31,31.00,6,5,1,"… Digitization and virtualization represent key factors in the era … ) system is used to digitize the physical entity. Production … unit, 1 CNC mill and 2 conveyor belts, based on the ISO reference …","https://www.mdpi.com/2076-3417/12/19/9864/pdf","https://scholar.google.com/scholar?q=related:SI1OiZMm5-AJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
3,"PHM Piratelo, RN de Azeredo…","Convolutional neural network applied for object recognition in a warehouse of an electric company",2021,"2021 14th IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9529716/","https://scholar.google.com/scholar?cites=12133905961318309128&as_sdt=2005&sciodt=2007&hl=en",174,"2023-12-28 21:36:16","","","","",,,,,3,1.50,1,3,2,"… Advanced digitization within factories, aggregated with Internet technologies and smart … in the conveyor belts. To verify the handling products, gateways and conveyor belts will be …","","https://scholar.google.com/scholar?q=related:CF1fAi9LZKgJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
2,"A Melis, M Baire, MB Lodi, L Lodi…","Improvement of a WSN for quality monitoring in Carasau bread industry: Hardware and software testing",2020,"2020 28th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9306667/","https://scholar.google.com/scholar?cites=13159897680957984760&as_sdt=2005&sciodt=2007&hl=en",175,"2023-12-28 21:36:16","","","","",,,,,2,0.67,0,5,3,"… The digitalization challenges and high quality standards offered by Industry 4.0 to the … Transported by a conveyor belt, the disks enter in a leavening room for the second leavening, …","https://ieeexplore.ieee.org/iel7/9306507/9306508/09306667.pdf","https://scholar.google.com/scholar?q=related:-M_8eTdZobYJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
0,"P Janicki","Conveyor belt assembly including an imaging system and systems and methods using the same",2019,"US Patent 10,315,855","Google Patents","https://patents.google.com/patent/US10315855B2/en","",176,"2023-12-28 21:36:16","","","","",,,,,0,0.00,0,1,4,"… an improved conveyor belt assembly for facilitating improved automated handling of a plurality of packages. The improved conveyor belt assembly comprises a conveyor belt comprising…","https://patentimages.storage.googleapis.com/54/12/96/0cfc8e9c313f8b/US10315855.pdf","https://scholar.google.com/scholar?q=related:a5YlIwGCiBgJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
0,"J Morton","Industry 4.0 Solutions Improve Conveyor Performance",2022,"Engineering and Mining Journal","static.martin-eng.com","https://static.martin-eng.com/www.martin-eng.com/articles/EMJ%20clip%20%28Position%20Indicator%29%20Oct%2C%202022.pdf","",177,"2023-12-28 21:36:16","PDF","","","",,,,,0,0.00,0,1,1,"… in the latest news on mining conveyor solutions. While the pace … and benefits offered by the top digitization, automation, and … sition Indicator (PI) conveyor belt cleaner remote monitoring …","https://static.martin-eng.com/www.martin-eng.com/articles/EMJ%20clip%20%28Position%20Indicator%29%20Oct%2C%202022.pdf","https://scholar.google.com/scholar?q=related:adFADSGFqJ8J:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
34,"MD Prieto, ÁF Sobrino, LR Soto…","Active learning based laboratory towards engineering education 4.0",2019,"2019 24th IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8869509/","https://scholar.google.com/scholar?cites=11145800090753861236&as_sdt=2005&sciodt=2007&hl=en",178,"2023-12-28 21:36:16","","","","",,,,,34,8.50,9,4,4,"… sector is evolving towards the digitalization of industrial processes. … The cell is based on a set of conveyor belts in order to … The conveyor belts which compose the industrial cells are …","https://ieeexplore.ieee.org/iel7/8851311/8868236/08869509.pdf","https://scholar.google.com/scholar?q=related:dIbmKiHWrZoJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
217,"J Bughin, N Van Zeebroeck","The best response to digital disruption",2017,"MIT Sloan management review","sloanreview.mit.edu","https://sloanreview.mit.edu/article/the-right-response-to-digital-disruption/","https://scholar.google.com/scholar?cites=16840204964185884766&as_sdt=2005&sciodt=2007&hl=en",179,"2023-12-28 21:36:16","HTML","","","",,,,,217,36.17,109,2,6,"… but also for printing the receipt, for using the conveyor belt, and for not having a loyalty card. … yield revenue and profit trajectories that are higher post-digitization than pre-digitization. …","https://sloanreview.mit.edu/article/the-right-response-to-digital-disruption/","https://scholar.google.com/scholar?q=related:XsgREzFttOkJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
9,"B Salah","Real-Time Implementation of a Fully Automated Industrial System Based on IR 4.0 Concept",2021,"Actuators","mdpi.com","https://www.mdpi.com/2076-0825/10/12/318","https://scholar.google.com/scholar?cites=14663615643122123688&as_sdt=2005&sciodt=2007&hl=en",180,"2023-12-28 21:36:16","HTML","","","",,,,,9,4.50,9,1,2,"… Nevertheless, the pivotal role in the digitization process is … of industrial automation and digitization using smart sensors and … the conveyor belt and the filled bottles from the conveyor belt …","https://www.mdpi.com/2076-0825/10/12/318","https://scholar.google.com/scholar?q=related:qMMne7ygf8sJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
2,"A Cesarovic, M Bogavac…","THE IMPACT OF THE PANDEMIC ON THE E-COMMERCE OF SMALL AND MEDIUM ENTERPRISES",2021,"Economic and Social …","researchgate.net","https://www.researchgate.net/profile/Dusan-Regodic/publication/357680502_LOCAL_SELF-GOVERNMENT_UNITS_IN_SERBIA_FUNCTIONING_DURING_THE_STATE_OF_EMERGENCY_CAUSED_BY_COVID-19_VIRUS/links/61d9fb53e669ee0f5c958b48/LOCAL-SELF-GOVERNMENT-UNITS-IN-SERBIA-FUNCTIONING-DURING-THE-STATE-OF-EMERGENCY-CAUSED-BY-COVID-19-VIRUS.pdf#page=20","https://scholar.google.com/scholar?cites=14862514845760388583&as_sdt=2005&sciodt=2007&hl=en",181,"2023-12-28 21:36:16","PDF","","","",,,,,2,1.00,1,3,2,"… conveyor belt. Only, here the dynamics is conducted by software, and in the case of old conveyor belts, the speed of the belt … real world in the past, digitalization has taken off more than …","https://www.researchgate.net/profile/Dusan-Regodic/publication/357680502_LOCAL_SELF-GOVERNMENT_UNITS_IN_SERBIA_FUNCTIONING_DURING_THE_STATE_OF_EMERGENCY_CAUSED_BY_COVID-19_VIRUS/links/61d9fb53e669ee0f5c958b48/LOCAL-SELF-GOVERNMENT-UNITS-IN-SERBIA-FUNCTIONING-DURING-THE-STATE-OF-EMERGENCY-CAUSED-BY-COVID-19-VIRUS.pdf#page=20","https://scholar.google.com/scholar?q=related:532E2oFCQs4J:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
3,"C Cacciuttolo, V Guzmán, P Catriñir, E Atencio…","… technologies for monitoring sustainability and safety issues in mining activities: advances, gaps, and future directions in the digitalization for smart mining",2023,"Sensors","mdpi.com","https://www.mdpi.com/1424-8220/23/15/6846","https://scholar.google.com/scholar?cites=305575842436201724&as_sdt=2005&sciodt=2007&hl=en",182,"2023-12-28 21:36:16","HTML","","","",,,,,3,3.00,1,5,1,"… In this context, the implementation of sensor technologies is an attractive alternative for the mining industry in the current digitalization context. To have a digital mine, sensors are …","https://www.mdpi.com/1424-8220/23/15/6846",""
0,"M Haist, T Schack, M Coenen, C Vogel, D Beyer…","Concrete 4.0‐Sustainable concrete construction with digital quality control",2023,"ce/papers","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/cepa.2965","",183,"2023-12-28 21:36:16","","10.1002/cepa.2965","","",,,,,0,0.00,0,6,1,"… digitization of the concrete production chain in Sec. 2, followed by an overview on our conceptual design towards the digitization … curve of aggregates on a conveyor belt as shown in Fig. …","https://onlinelibrary.wiley.com/doi/pdf/10.1002/cepa.2965",""
4,"B Langhans","Digitalization in sugar production–mind the foundation!",2019,"International Sugar Journal","assets.new.siemens.com","https://assets.new.siemens.com/siemens/assets/api/uuid:77472244-878f-4297-afe3-8352ce2b5603/isj-0619-siemens-3.pdf","https://scholar.google.com/scholar?cites=863146517863246500&as_sdt=2005&sciodt=2007&hl=en",184,"2023-12-28 21:36:16","PDF","","","",,,,,4,1.00,4,1,4,"… from implementing factory-wide digitalization, it is worth briefly … A good 100 years later, around 1870, conveyor belts were … The basis of digitization is the microelectronics of the third …","https://assets.new.siemens.com/siemens/assets/api/uuid:77472244-878f-4297-afe3-8352ce2b5603/isj-0619-siemens-3.pdf","https://scholar.google.com/scholar?q=related:pKpaUi-D-gsJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
17,"F Uth, B Polnik, W Kurpiel, R Baltes, P Kriegsch…","An innovate person detection system based on thermal imaging cameras dedicate for underground belt conveyors",2019,"Min …","miningscience.pwr.edu.pl","http://www.miningscience.pwr.edu.pl/pdf-116924-49650?filename=49650.pdf","https://scholar.google.com/scholar?cites=5215760367994918281&as_sdt=2005&sciodt=2007&hl=en",185,"2023-12-28 21:36:16","PDF","","","",,,,,17,4.25,3,6,4,"… started in July deal with digitization and automation of the … system for underground belt conveyors operated in hazardous … an operating underground belt conveyor will be investigated. …","http://www.miningscience.pwr.edu.pl/pdf-116924-49650?filename=49650.pdf","https://scholar.google.com/scholar?q=related:idXln2saYkgJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
15,"H Zsifkovits, M Woschank, S Ramingwong…","State-of-the-Art Analysis of the Usage and Potential of Automation in Logistics",2020,"Industry 4.0 for SMEs …","library.oapen.org","https://library.oapen.org/bitstream/handle/20.500.12657/22857/1007304.pdf#page=220","https://scholar.google.com/scholar?cites=7912778260708279937&as_sdt=2005&sciodt=2007&hl=en",186,"2023-12-28 21:36:16","PDF","","","",,,,,15,5.00,4,4,3,"… , conveyor belts and sorting systems, automation through augmented reality [AR]) and introduce a case study of automation by using conveyor belts … development of digitalization strat…","https://library.oapen.org/bitstream/handle/20.500.12657/22857/1007304.pdf#page=220","https://scholar.google.com/scholar?q=related:gUbzh-fVz20J:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
72,"N Schmidtke, F Behrendt, L Thater…","Technical potentials and challenges within internal logistics 4.0",2018,"2018 4th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8378072/","https://scholar.google.com/scholar?cites=14274869082337167884&as_sdt=2005&sciodt=2007&hl=en",187,"2023-12-28 21:36:16","","","","",,,,,72,14.40,18,4,5,"… of industry through digitization and describes future “smart … discussed with proceeding autonomy and digitization. … It was used to operate lifted conveyor belts. The systems worked …","https://ieeexplore.ieee.org/iel7/8371185/8378066/08378072.pdf","https://scholar.google.com/scholar?q=related:DMrpg8yFGsYJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
8,"I Maurer, M Riva, C Hansen, T Ortmaier","Cloud-based plant and process monitoring based on a modular and scalable data analytics infrastructure",2017,"Tagungsband des 2. Kongresses …","Springer","https://link.springer.com/chapter/10.1007/978-3-662-54441-9_4","https://scholar.google.com/scholar?cites=1830856654950117343&as_sdt=2005&sciodt=2007&hl=en",188,"2023-12-28 21:36:16","","10.1007/978-3-662-54441-9_4","","",,,,,8,1.33,2,4,6,"… and meet the needs of factories towards digitalization and so called Industrie 4.0. The … two belt conveyors that are programmed to execute a typical handling and packing process. …","","https://scholar.google.com/scholar?q=related:3y_2aG2CaBkJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
0,"JB Jørgensen, Z Zhang, MK Nielsen, G Muralidharan…","Model Predictive Control for Blending Processes in Cement Plants",2022,"","orbit.dtu.dk","https://orbit.dtu.dk/files/297691067/1_s2.0_S2405896322008965_main.pdf","",189,"2023-12-28 21:36:16","PDF","","","",,,,,0,0.00,0,5,1,"… digitalization and optimization of the cement manufacturing process is needed. In this paper, we contribute to the digitalization… raw material piles are fed to the raw mill by conveyor belts. …","https://orbit.dtu.dk/files/297691067/1_s2.0_S2405896322008965_main.pdf","https://scholar.google.com/scholar?q=related:q9Ua0yVFDUwJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
39,"C Pallasch, S Wein, N Hoffmann…","Edge powered industrial control: Concept for combining cloud and automation technologies",2018,"… Conference on Edge …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8473388/","https://scholar.google.com/scholar?cites=11280692239724808582&as_sdt=2005&sciodt=2007&hl=en",190,"2023-12-28 21:36:16","","","","",,,,,39,7.80,10,4,5,"… On the other hand, due to the increasing digitization new approaches arise based on … of the conveyor belt gather the relative position of the moving cylinder on the conveyor belt. Each …","https://ieeexplore.ieee.org/iel7/8457545/8473362/08473388.pdf","https://scholar.google.com/scholar?q=related:holNCdMRjZwJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
0,"R Rasiah, WY Low, N Kamaruddin","Digitalization and Development",,"api.taylorfrancis.com","","https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9781003367093&type=googlepdf","",191,"2023-12-28 21:36:16","","","","",,,,,0,0.00,0,3,,"… Automated machinery took advantage of standardization, interchangeability, and flow using conveyor belts to expand further mass production. Examples include the displacement of …","","https://scholar.google.com/scholar?q=related:43hPY5ZsJTgJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
