Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Digitizing Production Systems","Lecture Notes in Mechanical Engineering","","","","10.1007/978-3-030-90421-0","Prof. Dr. Numan M. DurakbasaProf. Dr. M. Güneş Gençyılmaz","2022","http://link.springer.com/book/10.1007/978-3-030-90421-0","Book"
"Advances in Service and Industrial Robotics","Mechanisms and Machine Science","","","","10.1007/978-3-031-04870-8","Prof. Andreas MüllerDr. Mathias Brandstötter","2022","http://link.springer.com/book/10.1007/978-3-031-04870-8","Book"
"Dynamics in Logistics","Lecture Notes in Logistics","","","","10.1007/978-3-030-44783-0","Prof. Dr. Michael FreitagProf. Dr. Dr. h. c. Hans-Dietrich HaasisProf. Dr. Herbert KotzabDr. Jürgen Pannek","2020","http://link.springer.com/book/10.1007/978-3-030-44783-0","Book"
"Handbook of Climate Change Mitigation and Adaptation","","","","","10.1007/978-3-030-72579-2","Dr. Maximilian LacknerDr. Baharak SajjadiDr. Wei-Yin Chen","2022","http://link.springer.com/referencework/10.1007/978-3-030-72579-2","ReferenceWork"
"Advances in Automation III","Lecture Notes in Electrical Engineering","","","","10.1007/978-3-030-94202-1","Prof. Andrey A. RadionovProf. Vadim R. Gasiyarov","2022","http://link.springer.com/book/10.1007/978-3-030-94202-1","Book"
"Implementing Industry 4.0 in SMEs","","","","","10.1007/978-3-030-70516-9","Dominik T. MattVladimír ModrákHelmut Zsifkovits","2021","http://link.springer.com/book/10.1007/978-3-030-70516-9","Book"
"Advances in Mechanism, Machine Science and Engineering in China","Lecture Notes in Mechanical Engineering","","","","10.1007/978-981-19-9398-5","Xinjun Liu","2023","http://link.springer.com/book/10.1007/978-981-19-9398-5","Book"
"Logistics 4.0 and Future of Supply Chains","Accounting, Finance, Sustainability, Governance & Fraud: Theory and Application","","","","10.1007/978-981-16-5644-6","İsmail İyigünÖmer Faruk Görçün","2022","http://link.springer.com/book/10.1007/978-981-16-5644-6","Book"
"Integrated Product and Sales Management in B2B","","","","","10.1007/978-3-658-42227-1","Claus Tintelnot","2023","http://link.springer.com/book/10.1007/978-3-658-42227-1","Book"
"HCI International 2022 – Late Breaking Papers: Ergonomics and Product Design","Lecture Notes in Computer Science","","","","10.1007/978-3-031-21704-3","Vincent G. DuffyPei-Luen Patrick Rau","2022","http://link.springer.com/book/10.1007/978-3-031-21704-3","Book"
"Frontier Computing","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-16-0115-6","Dr. Jia-Wei ChangDr. Neil YenDr. Jason C. Hung","2021","http://link.springer.com/book/10.1007/978-981-16-0115-6","Book"
"Networked Control Systems for Connected and Automated Vehicles","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-11058-0","Alexander Guda","2023","http://link.springer.com/book/10.1007/978-3-031-11058-0","Book"
"TRANSBALTICA XIII: Transportation Science and Technology","Lecture Notes in Intelligent Transportation and Infrastructure","","","","10.1007/978-3-031-25863-3","Olegas PrentkovskisIrina Yatskiv (Jackiva)Paulius SkačkauskasPavlo MaruschakMykola Karpenko","2023","http://link.springer.com/book/10.1007/978-3-031-25863-3","Book"
"DigiTwin: An Approach for Production Process Optimization in a Built Environment","Springer Series in Advanced Manufacturing","","","","10.1007/978-3-030-77539-1","Dr. Josip StjepandićMarkus SommerProf. Berend Denkena","2022","http://link.springer.com/book/10.1007/978-3-030-77539-1","Book"
"Metallogenic models as the key to successful exploration — a review and trends","Mineral Economics","","35","3 - 4","10.1007/s13563-022-00325-3","Walter L. Pohl","2022","http://link.springer.com/article/10.1007/s13563-022-00325-3","Article"
"Enterprise Information Systems","Lecture Notes in Business Information Processing","","","","10.1007/978-3-031-08965-7","Prof. Dr. Joaquim FilipeMichał ŚmiałekAlexander BrodskySlimane Hammoudi","2022","http://link.springer.com/book/10.1007/978-3-031-08965-7","Book"
"The History and Future of Technology","","","","","10.1007/978-3-030-71393-5","Robert U. Ayres","2021","http://link.springer.com/book/10.1007/978-3-030-71393-5","Book"
"Digital Technologies in Logistics and Infrastructure","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-3-031-24434-6","Igor IlinCarlos JahnAndrea Tick","2023","http://link.springer.com/book/10.1007/978-3-031-24434-6","Book"
"Smart Factory Navigator","","","","","10.1007/978-3-031-17254-0","Lukas BuddeRoman HänggiThomas FriedliAdrian Rüedy","2023","http://link.springer.com/book/10.1007/978-3-031-17254-0","Book"
"Flexible Automation and Intelligent Manufacturing: The Human-Data-Technology Nexus","Lecture Notes in Mechanical Engineering","","","","10.1007/978-3-031-17629-6","Kyoung-Yun KimLeslie MonplaisirJeremy Rickli","2023","http://link.springer.com/book/10.1007/978-3-031-17629-6","Book"
"Advances in Production Management Systems. Smart Manufacturing and Logistics Systems: Turning Ideas into Action","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-031-16407-1","Duck Young KimGregor von CieminskiDavid Romero","2022","http://link.springer.com/book/10.1007/978-3-031-16407-1","Book"
"Learning in the Digital Era","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-92934-3","Daryl John PowellDr. Erlend AlfnesMarte D. Q. HolmemoEivind Reke","2021","http://link.springer.com/book/10.1007/978-3-030-92934-3","Book"
"Agriculture Digitalization and Organic Production","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-99-4165-0","Andrey RonzhinAlexander Kostyaev","2023","http://link.springer.com/book/10.1007/978-981-99-4165-0","Book"
"Progress in Artificial Intelligence","Lecture Notes in Computer Science","","","","10.1007/978-3-030-86230-5","Goreti MarreirosFrancisco S. MeloNuno LauHenrique Lopes CardosoProf. Luís Paulo Reis","2021","http://link.springer.com/book/10.1007/978-3-030-86230-5","Book"
"Intelligent Computing and Optimization","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-50158-6","Pandian VasantMohammad Shamsul ArefinVladimir PanchenkoJ. Joshua ThomasElias MunapoGerhard-Wilhelm WeberRoman Rodriguez-Aguilar","2023","http://link.springer.com/book/10.1007/978-3-031-50158-6","Book"
"Artificial Intelligence and Industrial Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-43524-9","Tawfik MasrourIbtissam El HassaniNoureddine Barka","2023","http://link.springer.com/book/10.1007/978-3-031-43524-9","Book"
"Proceedings of the 10th Asian Mining Congress 2023","Springer Proceedings in Earth and Environmental Sciences","","","","10.1007/978-3-031-46966-4","Amalendu SinhaBhabesh Chandra SarkarPrabhat Kumar Mandal","2023","http://link.springer.com/book/10.1007/978-3-031-46966-4","Book"
"Advances on Mechanics, Design Engineering and Manufacturing IV","Lecture Notes in Mechanical Engineering","","","","10.1007/978-3-031-15928-2","Salvatore GerbinoAntonio LanzottiMassimo MartorelliRamón Mirálbes BuilCaterina RizziLionel Roucoules","2023","http://link.springer.com/book/10.1007/978-3-031-15928-2","Book"
"The 16th International Conference Interdisciplinarity in Engineering","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-22375-4","Liviu MoldovanAdrian Gligor","2023","http://link.springer.com/book/10.1007/978-3-031-22375-4","Book"
"Generic Multi-Agent Reinforcement Learning Approach for Flexible Job-Shop Scheduling","","","","","10.1007/978-3-658-39179-9","Schirin Bär","2022","http://link.springer.com/book/10.1007/978-3-658-39179-9","Book"
"Farm Machinery and Processes Management in Sustainable Agriculture","Lecture Notes in Civil Engineering","","","","10.1007/978-3-031-13090-8","Simone PascuzziFrancesco Santoro","2023","http://link.springer.com/book/10.1007/978-3-031-13090-8","Book"
"Handbook of Space Resources","","","","","10.1007/978-3-030-97913-3","Viorel BadescuKris ZacnyYoseph Bar-Cohen","2023","http://link.springer.com/book/10.1007/978-3-030-97913-3","Book"
"Extended Reality","Lecture Notes in Computer Science","","","","10.1007/978-3-031-43401-3","Lucio Tommaso De PaolisPasquale ArpaiaMarco Sacco","2023","http://link.springer.com/book/10.1007/978-3-031-43401-3","Book"
"Transforming Coastal Zone for Sustainable Food and Income Security","","","","","10.1007/978-3-030-95618-9","T.D. LamaDhiman BurmanUttam Kumar MandalSukanta Kumar SarangiH.S. Sen","2022","http://link.springer.com/book/10.1007/978-3-030-95618-9","Book"
"Global Logistics and Supply Chain Strategies for the 2020s","","","","","10.1007/978-3-030-95764-3","Rico MerkertKai Hoberg","2023","http://link.springer.com/book/10.1007/978-3-030-95764-3","Book"
"Information Systems","Lecture Notes in Business Information Processing","","","","10.1007/978-3-031-30694-5","Maria PapadakiPaulo Rupino da CunhaMarinos ThemistocleousKlitos Christodoulou","2023","http://link.springer.com/book/10.1007/978-3-031-30694-5","Book"
"Advances in Production Management Systems. Artificial Intelligence for Sustainable and Resilient Production Systems","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-85914-5","Alexandre DolguiProf. Alain BernardDavid LemoineGregor von CieminskiDavid Romero","2021","http://link.springer.com/book/10.1007/978-3-030-85914-5","Book"
"The Digitalization of Management Accounting","","","","","10.1007/978-3-658-41524-2","Imke KeimerUlrich Egle","2023","http://link.springer.com/book/10.1007/978-3-658-41524-2","Book"
"Proceedings of the International Conference on Advanced Mechanical Engineering, Automation, and Sustainable Development 2021 (AMAS2021)","Lecture Notes in Mechanical Engineering","","","","10.1007/978-3-030-99666-6","Prof. Banh Tien LongProf. Hyung Sun KimProf. Kozo IshizakiProf. Nguyen Duc ToanProf. Dr. Ivan A. ParinovProf. Dr. Yun-Hea Kim","2022","http://link.springer.com/book/10.1007/978-3-030-99666-6","Book"
"Machine Tools Production Systems 2","Lecture Notes in Production Engineering","","","","10.1007/978-3-662-60863-0","Prof. Dr. Christian BrecherManfred Weck","2021","http://link.springer.com/book/10.1007/978-3-662-60863-0","Book"
"Advances in Italian Mechanism Science","Mechanisms and Machine Science","","","","10.1007/978-3-031-10776-4","Vincenzo NiolaAlessandro GasparettoGiuseppe QuagliaGiuseppe Carbone","2022","http://link.springer.com/book/10.1007/978-3-031-10776-4","Book"
"Variable Takt Principle","Management for Professionals","","","","10.1007/978-3-030-87170-3","Peter BebersdorfProf. Dr. Arnd Huchzermeier","2022","http://link.springer.com/book/10.1007/978-3-030-87170-3","Book"
"Encyclopedia of Mathematical Geosciences","Encyclopedia of Earth Sciences Series","","","","10.1007/978-3-030-85040-1","B. S. Daya SagarQiuming ChengJennifer McKinleyFrits Agterberg","2023","http://link.springer.com/referencework/10.1007/978-3-030-85040-1","ReferenceWork"
"Smart and Sustainable Collaborative Networks 4.0","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-85969-5","Prof. Dr. Luis M. Camarinha-MatosProf. Dr. Xavier BoucherProf. Dr. Hamideh Afsarmanesh","2021","http://link.springer.com/book/10.1007/978-3-030-85969-5","Book"
"Proceedings of the 21st Congress of the International Ergonomics Association (IEA 2021)","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-74605-6","Nancy L. BlackW. Patrick NeumannIan Noy","2021","http://link.springer.com/book/10.1007/978-3-030-74605-6","Book"
"Simulation Tools and Techniques","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-030-97124-3","Prof. Dingde JiangHoubing Song","2022","http://link.springer.com/book/10.1007/978-3-030-97124-3","Book"
"Advances in Production Management Systems. Artificial Intelligence for Sustainable and Resilient Production Systems","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-85874-2","Alexandre DolguiProf. Alain BernardDavid LemoineGregor von CieminskiDavid Romero","2021","http://link.springer.com/book/10.1007/978-3-030-85874-2","Book"
"Advances in Production Management Systems. Smart Manufacturing and Logistics Systems: Turning Ideas into Action","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-031-16411-8","Duck Young KimGregor von CieminskiDavid Romero","2022","http://link.springer.com/book/10.1007/978-3-031-16411-8","Book"
"Service Oriented, Holonic and Multi-Agent Manufacturing Systems for Industry of the Future","Studies in Computational Intelligence","","","","10.1007/978-3-031-24291-5","Theodor BorangiuDamien TrentesauxPaulo Leitão","2023","http://link.springer.com/book/10.1007/978-3-031-24291-5","Book"
"Intelligent Manufacturing","","","","","10.1007/978-981-19-0167-6","Assoc. Prof. Chao'an Lai","2022","http://link.springer.com/book/10.1007/978-981-19-0167-6","Book"
"Digital Business Leadership","Management for Professionals","","","","10.1007/978-3-662-56548-3","Prof. Dr. Ralf T. KreutzerProf. Dr. Tim NeugebauerProf. Dr. Annette Pattloch","2018","http://link.springer.com/book/10.1007/978-3-662-56548-3","Book"
"Smart Technologies for the Digitisation of Industry: Entrepreneurial Environment","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-16-4621-8","Agnessa O. InshakovaProf. Evgenia E. Frolova","2022","http://link.springer.com/book/10.1007/978-981-16-4621-8","Book"
"Managing and Implementing the Digital Transformation","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-14317-5","Dominik T. MattProf. Dr. Renato VidoniErwin RauchPatrick Dallasega","2022","http://link.springer.com/book/10.1007/978-3-031-14317-5","Book"
"Intelligent and Transformative Production in Pandemic Times","Lecture Notes in Production Engineering","","","","10.1007/978-3-031-18641-7","Chin-Yin HuangRob DekkersShun Fung ChiuDaniela PopescuLuis Quezada","2023","http://link.springer.com/book/10.1007/978-3-031-18641-7","Book"
"Computational Logistics","Lecture Notes in Computer Science","","","","10.1007/978-3-030-87672-2","Dr. Martijn MesDr. Eduardo Lalla-RuizProf. Stefan Voß","2021","http://link.springer.com/book/10.1007/978-3-030-87672-2","Book"
"Intelligent Retail","","","","","10.1007/978-3-658-38316-9","Gerrit Heinemann","2023","http://link.springer.com/book/10.1007/978-3-658-38316-9","Book"
"Controlled as if by Magic","ATZproduction worldwide","","6","1","10.1007/s38312-019-0006-y","Christian Dreyer","2019","http://link.springer.com/article/10.1007/s38312-019-0006-y","Article"
"Proceedings of PIANC Smart Rivers 2022","Lecture Notes in Civil Engineering","","","","10.1007/978-981-19-6138-0","Yun LiYaan HuPhilippe RigoFrancisco Esteban LeflerGensheng Zhao","2023","http://link.springer.com/book/10.1007/978-981-19-6138-0","Book"
"Production at the Leading Edge of Technology","Lecture Notes in Production Engineering","","","","10.1007/978-3-030-78424-9","Prof. Dr. Bernd-Arno BehrensProf. Dr. Alexander BrosiusProf. Dr. Welf-Guntram DrosselProf. Dr. Wolfgang HintzeProf. Dr. Steffen IhlenfeldtProf. Dr. Peter Nyhuis","2022","http://link.springer.com/book/10.1007/978-3-030-78424-9","Book"
"Proceedings of ELM 2021","Proceedings in Adaptation, Learning and Optimization","","","","10.1007/978-3-031-21678-7","Kaj-Mikael Björk","2023","http://link.springer.com/book/10.1007/978-3-031-21678-7","Book"
